schoolnr,pupilnr,iq_verb,iq_perf,sex,minority,repeatgr,aritpret,classnr,aritpost,langpret,langpost,ses,denomina,schoolse,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz
199,1997208,13.5,12.33333,1,0,0,13,19980,18,31,43,15,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997209,11,13,0,0,0,11,19980,13,39,36,15,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997210,10,10,0,1,0,11,19980,10,29,26,10,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997211,12.5,14.33333,1,0,0,12,19980,24,36,46,10,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997212,12,9.66667,1,0,0,12,19980,9,31,46,10,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997213,14.5,13.33333,1,0,0,11,19980,17,36,44,10,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997215,10.5,11,0,0,0,11,19980,13,27,32,15,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997216,13.5,9,0,0,0,13,19980,11,35,35,20,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997217,9,10.33333,0,0,0,5,19980,8,26,26,10,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
199,1997218,12,11.33333,1,0,1,12,19980,12,41,34,10,1,12,3.28571,0,2.1,2.16667,0,50,14,2.66667,37,37
204,2047001,12,10,1,0,0,13,20480,25,41,45,40,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047002,13,15,1,0,0,17,20480,27,37,47,40,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047004,12.5,10,1,0,0,14,20480,24,34,45,20,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047005,10,10.66667,0,0,0,10,20480,13,36,32,38,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047006,11,8.66667,0,0,0,9,20480,14,32,32,50,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047007,13,13.33333,1,0,0,16,20480,27,45,47,30,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047008,10,10.66667,0,0,0,11,20480,19,25,28,40,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047009,14,11.66667,0,0,0,12,20480,22,37,46,45,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047010,13,11.66667,1,0,0,8,20480,24,28,37,37,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047012,12.5,12.33333,0,0,0,12,20480,22,37,40,43,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047013,13.5,14,0,0,0,16,20480,26,42,42,40,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047014,9.5,14.66667,1,0,0,11,20480,29,41,53,43,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047015,11,10.66667,0,0,0,10,20480,17,26,22,37,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047017,8.5,9.33333,1,0,1,10,20480,9,30,21,20,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047018,10.5,8,0,0,0,9,20480,25,32,37,37,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047019,11,10.66667,1,0,0,12,20480,19,26,42,38,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047020,8.5,12.66667,1,0,0,16,20480,24,29,42,47,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047021,8.5,10.66667,0,0,0,10,20480,18,32,35,37,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047022,12.5,9.66667,1,0,0,16,20480,22,40,51,40,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047023,10.5,12.66667,1,0,0,12,20480,26,31,46,37,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047024,10.5,8,0,0,1,13,20480,18,31,31,37,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047025,10,8.33333,1,0,0,9,20480,25,26,40,27,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047026,11,11.33333,1,0,0,11,20480,28,37,52,33,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
204,2047027,14,12.66667,1,0,0,10,20480,25,36,47,47,2,29,3.14286,0,2.3,1.83333,0,0,21,1.66667,26,26
206,2067001,12.5,8,0,0,0,13,20680,23,36,39,18,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067002,12,10.33333,1,0,0,15,20680,25,40,39,20,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067003,14,12.33333,0,0,0,16,20680,26,45,52,35,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067004,12,9.66667,1,0,0,12,20680,24,33,48,23,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067005,13,10.66667,0,0,0,15,20680,16,35,40,18,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067006,12.5,11,0,0,0,12,20680,23,30,47,28,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067007,11.5,10.33333,0,0,0,12,20680,24,30,45,20,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067008,14.5,16.66667,1,0,0,17,20680,28,42,56,25,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067009,13.5,10.33333,1,0,0,12,20680,28,35,51,20,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067010,12.5,12.33333,0,0,0,15,20680,27,35,47,20,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
206,2067011,12.5,8,0,0,1,6,20680,7,33,38,18,2,18,3.57143,1,1.8,1.66667,0,0,18,1.66667,11,11
209,2097001,11,9,1,0,0,9,20980,22,26,36,30,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097002,10.5,8,0,0,1,14,20980,18,29,26,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097003,11,13.33333,0,0,0,9,20980,26,35,37,17,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097004,12,8.66667,1,0,0,10,20980,28,31,48,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097005,10.5,9,0,0,0,8,20980,22,22,33,13,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097006,11.5,9,1,0,0,10,20980,24,32,43,27,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097007,14.5,9.66667,1,0,0,17,20980,29,42,52,13,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097008,13,11.66667,0,0,1,3,20980,15,35,42,20,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097009,13,11.33333,1,0,0,15,20980,26,35,53,17,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097010,11,13,1,0,0,12,20980,26,32,47,20,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097011,15,14.33333,1,0,0,16,20980,29,45,55,23,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097012,9.5,9,0,0,0,10,20980,24,28,39,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097013,13,9.66667,1,0,1,11,20980,15,28,33,20,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097014,12.5,9,1,0,0,13,20980,21,33,46,43,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097015,12.5,12.66667,1,0,0,13,20980,25,36,45,50,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097016,11,13.66667,1,0,0,13,20980,26,39,49,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097017,12.5,12,0,0,0,15,20980,29,35,48,23,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097018,12.5,13.33333,0,0,0,16,20980,22,44,47,33,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097019,13,10.66667,0,0,1,10,20980,17,41,40,20,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097021,13.5,14.33333,0,0,0,14,20980,26,37,39,47,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097022,11.5,9,1,0,0,8,20980,12,38,47,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097023,11.5,8,1,0,0,11,20980,13,15,41,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
209,2097024,11.5,10.33333,1,0,0,10,20980,24,29,41,10,2,14,3.14286,1,1.6,1.83333,0,0,13,1.66667,27,27
210,2107001,13.5,9,0,0,0,15,21080,24,39,45,35,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107003,11.5,10,1,0,0,12,21080,19,29,40,40,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107004,12.5,11,1,0,0,14,21080,24,36,55,35,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107005,15.5,13,0,0,0,11,21080,23,37,50,43,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107006,12,13.33333,1,0,0,16,21080,23,40,53,48,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107007,15.5,14.33333,1,0,0,19,21080,27,43,52,48,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107008,9,9.66667,0,0,0,10,21080,19,28,29,30,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107009,13.5,12.33333,0,0,0,18,21080,28,38,46,35,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107010,12,11.33333,0,0,0,8,21080,17,24,27,40,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107011,13,9.66667,1,0,0,7,21080,14,27,33,30,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107012,12,10.66667,0,0,0,12,21080,11,35,31,43,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107013,13.5,12.66667,0,0,0,11,21080,25,36,47,38,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107014,14.5,14,0,0,0,18,21080,28,48,56,35,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107015,9,10.33333,0,0,0,10,21080,16,26,28,28,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107016,14.5,9.33333,1,0,0,6,21080,19,34,44,35,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
210,2107017,14.5,13.33333,1,0,0,8,21080,13,34,40,30,1,18,3.28571,1,2.3,2.5,0,0,25,3.33333,17,17
212,2127001,9,10.66667,1,0,0,9,21280,10,29,34,25,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127002,12.5,9,0,0,0,10,21280,22,28,32,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127003,8.5,10.66667,0,0,0,11,21280,10,26,28,20,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127005,13,11.33333,1,0,0,11,21280,20,33,49,33,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127006,13,14.33333,1,0,0,13,21280,17,37,42,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127007,11,9.33333,1,0,0,9,21280,23,35,50,23,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127008,13,10.33333,0,0,0,14,21280,17,35,46,15,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127009,15,11,1,0,0,17,21280,28,44,51,23,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127010,12.5,9.33333,1,0,0,14,21280,16,39,42,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127011,14.5,10.33333,1,0,0,15,21280,13,34,42,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127012,8.5,8.66667,0,0,0,8,21280,15,26,40,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127013,16.5,10.33333,0,0,0,14,21280,24,29,46,27,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127014,10,9.33333,0,0,0,8,21280,24,34,35,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127015,14,9.33333,0,0,0,15,21280,16,38,42,17,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127016,13.5,11.66667,1,0,0,13,21280,25,35,52,15,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127019,11.5,10,0,0,0,18,21280,23,32,47,25,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127020,11.5,10,1,0,0,11,21280,20,36,47,23,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127021,5.5,9.66667,0,0,0,12,21280,17,21,33,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127022,12.5,9,0,0,0,12,21280,11,37,43,25,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127023,13,10.33333,1,0,0,13,21280,24,40,46,17,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127024,13.5,13.33333,1,0,0,7,21280,14,32,49,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127025,11,10,0,0,1,11,21280,15,26,26,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127026,12,11.33333,1,0,0,13,21280,15,36,35,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127027,11.5,8,1,0,0,12,21280,11,28,45,18,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
212,2127028,12,9.33333,1,0,0,11,21280,23,32,49,28,1,14,3.57143,1,2.2,2,0,0,14,3,25,25
214,2147001,10,10.33333,0,0,1,7,21480,3,16,21,15,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147002,9,13,0,0,0,8,21480,11,32,33,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147003,7,10.33333,0,1,0,8,21480,20,26,33,10,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147004,10,9.66667,0,0,1,9,21480,8,24,21,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147005,11.5,9.66667,0,0,0,14,21480,12,31,34,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147006,8,13.66667,0,0,0,8,21480,9,24,31,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147007,10.5,9.33333,0,0,0,8,21480,16,27,27,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147009,12,11,0,0,0,7,21480,19,35,32,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147010,12,9.33333,0,0,0,10,21480,13,27,41,47,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147011,7,13.33333,0,1,0,9,21480,13,23,22,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147012,14,11.33333,0,0,0,10,21480,17,38,34,15,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147013,6,8.66667,0,1,1,8,21480,5,18,22,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147015,17,13.33333,0,0,0,17,21480,25,44,52,40,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147017,7,8.33333,0,0,0,8,21480,8,23,23,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147018,11.5,10.66667,1,0,0,7,21480,10,29,35,37,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147019,9,10,1,1,0,7,21480,13,33,35,15,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147020,10,11.33333,1,0,0,7,21480,9,31,26,15,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147021,13.5,9.33333,1,0,1,7,21480,3,36,40,20,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147022,15.5,17,1,0,0,12,21480,25,39,49,43,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147023,7.5,12,1,0,1,11,21480,13,32,36,17,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
214,2147024,12.5,13,1,0,0,1,21480,5,34,36,30,1,16,3.42857,0,1.8,1.66667,0,25,13,1.33333,27,25
215,2157001,10.5,12.66667,0,0,0,8,21580,21,41,42,17,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157002,9,8.66667,1,0,0,4,21580,6,29,32,10,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157003,11,12,0,0,0,10,21580,18,24,37,27,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157004,14.5,14.33333,0,0,0,11,21580,20,36,46,50,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157005,10,8,0,0,1,9,21580,6,30,35,23,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157006,11.5,12.66667,1,0,0,12,21580,17,41,51,20,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157007,15.5,12.33333,1,0,0,11,21580,12,38,47,20,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157009,11.5,12.33333,0,0,0,9,21580,24,37,47,20,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157010,14,11,1,0,0,10,21580,18,44,44,20,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157011,11.5,10,0,0,0,11,21580,21,44,49,33,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157012,9,9,1,0,0,6,21580,13,35,37,20,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
215,2157013,11.5,10,0,0,0,4,21580,11,22,35,20,1,14,3.42857,0,2.2,2,0,0,24,3.33333,16,16
216,2167001,11.5,12.33333,0,0,0,11,21680,17,34,33,18,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
216,2167002,14.5,11,0,0,1,14,21680,23,34,37,20,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
216,2167003,12,11.33333,0,0,0,17,21680,26,41,53,20,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
216,2167004,13.5,12,0,0,0,17,21680,27,43,51,38,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
216,2167005,14,10,0,0,0,17,21680,26,43,53,28,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
216,2167006,10,11.66667,0,0,0,11,21680,20,37,36,23,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
216,2167007,12,9,1,0,0,17,21680,19,34,43,25,3,13,3.57143,1,2.5,2.5,1,0,10,2.33333,18,8
217,2177002,14,9,1,0,0,14,21780,29,44,52,20,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177003,11,8.33333,0,0,0,12,21780,20,31,36,27,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177004,13,9.66667,0,0,0,17,21780,23,38,50,40,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177005,13,11.66667,0,0,0,13,21780,28,40,48,27,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177006,13,12.66667,0,0,0,17,21780,28,36,49,20,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177007,12,11.66667,0,0,0,17,21780,24,29,43,17,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177008,12.5,9.5,0,0,0,9,21780,20,34,38,20,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
217,2177009,12,9.33333,0,0,0,12,21780,11,31,39,20,1,17,3.85714,0,2.3,2.16667,0,0,22,2,20,10
218,2187001,13.5,15.33333,1,1,0,15,21880,26,38,44,35,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187002,8.5,10.33333,0,1,0,12,21880,24,25,41,28,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187003,15,9.66667,1,1,0,10,21880,25,42,52,35,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187004,15.5,9.66667,0,1,0,7,21880,26,43,55,28,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187005,16,11,1,1,0,13,21880,25,46,49,33,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187007,14,12.33333,1,1,0,17,21880,25,45,55,50,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187009,16,11,1,1,0,10,21880,18,38,42,40,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187010,14,13,0,1,0,15,21880,26,38,43,43,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187011,11,10.66667,0,1,1,14,21880,16,29,39,33,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187012,7.5,9.33333,0,1,1,13,21880,12,31,41,33,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187013,14.5,15.66667,0,1,0,20,21880,30,41,56,40,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187015,10.5,7.66667,0,1,0,12,21880,16,37,41,28,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187016,15,11.33333,1,0,0,9,21880,29,43,49,50,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187017,10.5,6.66667,1,0,1,11,21880,13,35,44,20,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187019,13.5,10,1,1,0,13,21880,24,40,48,50,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187020,11.5,11.33333,1,1,1,9,21880,16,30,42,23,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187021,10.5,10.66667,0,1,0,11,21880,21,27,48,40,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187022,15,12,1,1,0,17,21880,30,37,53,35,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187023,13,10.33333,1,1,0,16,21880,26,44,54,35,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187024,12.5,13.33333,1,1,0,15,21880,26,41,53,33,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187025,13.5,13.66667,1,1,0,16,21880,28,40,44,23,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187027,12.5,14,0,1,0,13,21880,25,41,44,23,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187028,5.5,13.66667,0,1,0,13,21880,18,44,44,33,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
218,2187029,17.5,11.33333,0,1,0,13,21880,26,43,54,50,3,23,3.85714,1,2.5,2.33333,0,0,14,1.66667,27,27
219,2197001,9.5,11,0,0,0,7,21980,9,34,36,15,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197002,14.5,12,0,0,0,16,21980,22,38,50,28,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197003,14,15,0,0,0,14,21980,20,35,43,18,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197004,13.5,14.33333,0,0,0,8,21980,21,40,46,15,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197005,10,11.66667,0,0,0,12,21980,23,36,51,23,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197006,12.5,15.33333,0,0,0,18,21980,29,34,46,10,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197007,10.5,13,0,0,0,12,21980,19,40,43,15,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197008,10.5,8,0,0,0,10,21980,18,33,43,18,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197009,10,10.66667,1,0,0,13,21980,22,42,53,25,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197010,10,10.33333,1,0,0,7,21980,16,41,40,35,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197011,12,9.66667,1,0,0,10,21980,15,30,35,18,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197012,11.5,8.66667,1,0,0,8,21980,19,33,46,15,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197013,12.5,10.66667,1,0,0,11,21980,30,39,51,20,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
219,2197014,12,9.33333,0,0,0,6,21980,20,36,43,18,2,14,3.42857,1,2.5,2.5,1,0,25,2.33333,32,14
222,2227001,11.5,11.33333,1,0,0,12,22280,18,23,28,40,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227002,8.5,7.66667,1,0,0,12,22280,10,30,40,20,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227004,11.5,10.66667,0,0,1,10,22280,15,27,40,20,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227005,10.5,8,1,0,0,6,22280,6,19,24,17,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227006,7,9.33333,1,0,0,6,22280,20,22,22,27,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227007,12,9.66667,1,0,1,9,22280,16,26,33,23,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227008,11.5,9,0,0,1,11,22280,15,31,37,20,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227009,8,11.66667,0,0,1,7,22280,16,29,33,45,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227010,12.5,9.66667,1,0,0,10,22280,26,37,53,40,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227011,12,8.33333,1,0,0,12,22280,17,29,37,30,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227013,12.5,11.33333,0,0,0,13,22280,25,40,49,25,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227014,12.5,14.33333,0,0,0,13,22280,25,35,52,45,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227016,12.5,9.66667,1,0,0,14,22280,28,30,51,40,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227017,13,9,1,0,1,11,22280,8,37,39,30,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
222,2227018,12,14,0,0,0,11,22280,26,32,46,50,1,18,3.28571,1,1.8,1.83333,0,0,10,2.33333,26,26
